,Date,Open,High,Low,Close,Volume,Name,Acc/Dist_ROC_1,ADX_14_50,ATR_14,BollingerB_5,Bollinger%b_5,BollingerB_20,Bollinger%b_20,Copp_10,Chaikin,EMA_5,EMA_20,Force_2,KST_10_10_10_15_10_15_20_30,MA_5,MA_20,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,MFI_14,Momentum_1,Mass Index,OBV_5,OBV_20,PP,R1,R2,R3,S1,S2,S3,ROC_5,ROC_20,RSI_6,RSI_12,STD_5,STD_20,SO%d_5,SO%d_20,SO%k,Trix_5,Trix_20,TSI_25_13
0,2012-08-13,36.91,37.13,36.75,36.93,1566949,MAR,-0.0,,,,,,,,,,,,,,,,,,,,,,,36.93666666666667,37.123333333333335,37.31666666666666,37.50333333333334,36.74333333333333,36.556666666666665,36.36333333333333,,,,,,,,,0.4736842105263119,0.0,0.0,
1,2012-08-14,37.25,37.42,36.57,36.66,2042657,MAR,-0.0,,,,,,,,,,,,,,,,,,,-0.2700000000000031,,,,36.88333333333333,37.196666666666665,37.73333333333334,38.04666666666667,36.346666666666664,36.03333333333333,35.49666666666666,,,,,,,,,0.10588235294117194,,,
2,2012-08-15,36.64,36.91,36.42,36.79,1578395,MAR,0.0,,,,,,,,,,,-1602.4400000000064,,,,,,,,0.13000000000000256,,,,36.70666666666667,36.99333333333334,37.19666666666667,37.483333333333334,36.503333333333345,36.216666666666676,36.01333333333335,,,,,,,,,0.7551020408163291,,,
3,2012-08-16,36.77,37.97,36.73,37.81,1836950,MAR,0.0,,,,,,,,,37.20692307692308,,-236563.05000000118,,,,,,,,1.0200000000000031,,,,37.50333333333333,38.276666666666664,38.74333333333333,39.516666666666666,37.03666666666666,36.26333333333333,35.79666666666666,,,,,,,0.6487388874839481,,0.8709677419354869,,,
4,2012-08-17,37.87,38.16,37.78,38.05,2067897,MAR,0.0,,,0.0682503230766256,0.8154762705539488,,,,,37.53056872037915,,616772.519999999,,37.248000000000005,,,,,,0.23999999999999488,,688117.0,,37.99666666666666,38.213333333333324,38.376666666666665,38.59333333333332,37.83333333333333,37.61666666666667,37.45333333333333,0.030327646899539602,,0.9322353305625118,,0.6355470084895376,,0.6724582319993387,,0.7105263157894717,,,
5,2012-08-20,37.84,38.0,37.47,37.55,2588633,MAR,-0.0,,,0.06617140488253756,0.5719785853536719,,,,,37.53766917293233,,-195437.58000000386,,37.372,,,,,,-0.5,,170390.4,,37.67333333333333,37.876666666666665,38.20333333333333,38.406666666666666,37.346666666666664,37.14333333333333,36.81666666666666,0.02427714129841791,,0.6734398543913815,,0.6182394358175484,,0.48188965291238944,,0.15094339622641156,,,
6,2012-08-21,37.48,37.66,37.1,37.2,2190551,MAR,-0.0,,,0.053180053375884516,0.3595215585612443,,,,,37.418115590092285,,-104255.8999999993,,37.480000000000004,,,,,,-0.3499999999999943,,140811.6,,37.32,37.54,37.87999999999999,38.099999999999994,36.980000000000004,36.760000000000005,36.42000000000001,0.011144332699103117,,0.46003977703256027,,0.498297100132038,,0.37449820777175935,,0.17857142857143266,,,
7,2012-08-22,37.01,37.37,36.75,37.24,2483168,MAR,0.0,,,0.03890816441761268,0.27424779424090945,,,,,37.35633306899287,,32694.149999999492,,37.57000000000001,,,,,,0.03999999999999915,,321766.2,,37.120000000000005,37.49000000000001,37.74000000000001,38.11000000000001,36.87000000000001,36.50000000000001,36.250000000000014,-0.015075376884422117,,0.32405090915878104,,0.3654449342924272,,0.5187341956344309,,0.7903225806451678,,,
8,2012-08-23,37.2,37.31,37.04,37.12,1974593,MAR,-0.0,,,0.04082712167982877,0.2958436941492916,,,,-100732.80774572439,37.27545146314747,,17276.640000001167,,37.432,,,,,,-0.12000000000000455,,-440542.4,,37.156666666666666,37.27333333333333,37.42666666666667,37.54333333333334,37.00333333333333,36.88666666666666,36.73333333333333,-0.02444152431011826,,0.3240509091587811,,0.38206020467983764,,0.4426080124641443,,0.29629629629628657,,,
9,2012-08-24,36.97,37.2,36.6,36.97,2644135,MAR,0.0,,,0.02293396384072452,0.21177855537434312,,,,181792.25170473242,37.17183748384318,,-43461.090000000506,,37.21600000000001,,,,,,-0.14999999999999858,,-1382948.8,,36.92333333333334,37.24666666666668,37.52333333333333,37.84666666666668,36.646666666666675,36.32333333333334,36.046666666666674,-0.015446071904127785,,0.1874899295811087,,0.21337759957410096,,0.5016514677104714,,0.6166666666666609,,,
